Total,Tips
7.95,1.59
3.82,0
8.58,1.29
8.96,1.79
2,0
5.42,1.08
3.8,0
5.68,1.14
2.4,1
10.45,2.09
2.08,0.31
4.45,0.67
3,0.6
10.15,0
3,0.45
3.8,0.57
3.5,0.53
2.4,0.36
3.47,0.52
1.85,1
7.25,1.09
9.28,0
8.08,1.21
3,0.45
8.99,2.25
2.5,0.38
7.15,1.07
5.35,0.8
7.6,1.52
5.99,1.2
2.65,0.53
22.14,3.32
4.6,1
1.85,0
5.4,0.81
6.5,0
5.35,1.07
7.78,0
9.69,1.94
2.5,0.5
3.7,0
8.5,0
8.25,1.65
3.01,1
1.85,0
2.4,0
3.5,0.7
6.25,0.94
2.4,0.48
6.68,1.34
4.5,0
5.55,0
5.55,1.11
7.78,1.95
7.92,0
7.75,0
2.1,0
8.81,1.76
8.92,0
10.34,2.07
2.65,0
6.05,1
7.04,0
4.75,1
9.03,1.35
7.38,1.11
3.75,1
4.16,0.51
5.89,1.18
9.99,1.5
10.04,1.51
3.47,0
8.66,1.3
11.61,0
8.08,1.21
2.5,0
2.4,0.36
4.22,0.84
11.45,1.72
5.68,0.85
6.84,1.37
5.29,1
3.7,0
3,0.45
3.01,0
4.94,0.99
9.61,1.44
8.2,0
4.19,0.63
6.4,0
3.76,1
4.19,0.63
4.59,0
3.5,0.53
2.75,0
3.9,0
7.64,1.15
9.45,1.42
4.8,0.96
8.35,1.25
5.4,0.81
3.01,0.45
9.46,1.42
6.19,1.24
1.85,0
5.25,0
1.85,0
7.45,0
5.25,0.79
6.97,0
2.75,0.55
8.27,1.65
14.08,0
2.5,0.5
5.19,1.04
3.85,0
2.1,0.42
3.85,0.3
8.32,1.25
2.1,0.42
4.57,0.69
6.86,1.03
8.34,1.25
2.08,1
14.69,0
4.45,0.67
3.85,0
4.85,0
4.44,1.2
9,1.35
8.32,1.25
6.2,0
2.75,0
6.5,0.98
4.39,0
3.7,0.56
4.04,0.61
9.96,0
4.6,0
7.1,1.07
2.75,0.55
3.5,0
13.09,0
20.22,4.04
2.75,0.41
2.85,0.92
4.4,1
8.75,1.31
3.5,0.53
2.1,0.32
4.54,0.68
3.93,0.59
2.5,0
6.85,0
3.95,0.79
4.5,0
7.7,1.16
10.63,0
4.5,0
5.99,0.9
3,1.76
2.4,0
2.1,0
3.24,1
3.24,1
5.9,0.89
3.65,0.55
5.09,0.76
2,0
4.79,0
4.48,0
7.12,1.42
7,0
6.35,0.95
2.55,0.51
4.8,0.72
7.54,0
5.75,0.86
2.4,1
9.14,1.83
6.2,1.3
6.64,1
7.95,1.19
8.14,1.22
8.25,1.65
4.04,0.61
4.78,0.96
7.99,0
2.4,0.36
8.28,1.66
4.95,1.24
6.25,0.94
3.85,0.77
4.54,0.68
10.19,1.53
6.31,0
3.39,0.68
5.67,0.85
3.95,0.59
4.99,1
3.5,2
3,1
12.65,2.53
4.5,0.68
6.6,0.99
1.85,0
1.85,1
10.48,2.1
4.58,1.05
4.99,0.75
9.21,0
10.8,1.62
2.9,0
6.55,1.31
3.47,0
5.99,0
3.5,0.53
2.4,1
11.09,1.66
9.03,1.35
8.85,1.33
3,0
6.45,0.97
8.15,0.25
7.74,0
12.69,2.54
8.1,1.22
3.5,0
3,1
4.6,1.15
12.5,1.88
5.58,0
4.68,0.7
6.47,0
2.1,0
3.8,1
4.19,0.63
3,0.45
4.19,0.63
9.75,0
10.75,0
2.4,1
9.23,1.38
3.99,0.8
2.4,0.36
8.53,1.28
9.94,1.49
2.08,0
4.75,0
5.67,1.13
4.17,0.83
5.65,0
2.1,0
6.62,0.99
2.4,0
5.43,1.36
4.04,0.61
3,1
6.68,1
3.24,0.49
13.01,0
7.79,1.17
17.83,2.67
2.75,0
6.8,1.02
5.85,0
22.25,4.45
6.2,0.93
2.4,0
2.9,1
4.12,0
8.3,1.25
5.8,1
10.79,1.62
3.24,0.49
5.25,0.79
3.8,0
5.35,1.07
8.89,1.78
2.1,0
5.25,0
5.42,0.71
4.5,0.9
3.6,0
3.5,1
5.5,1.1
9.88,0
6.55,1.31
3.71,0
1.85,0
15.13,2.27
3.85,1
4.54,0
9.14,1.37
4.25,0.64
2.7,0.54
7.34,0
5.97,0.9
4.82,0
6.95,1.04
2.4,0.48
3.5,0
8.49,1.7
4.62,0.92
2.4,0
5.29,0.79
4.35,0.65
4.12,0
3,0
3.75,0
3.01,0.03
2.65,0
1.85,0.28
3.47,0.52
4.16,0.62
8.38,1.26
8.29,1.66
5.5,0
3.93,0
4.3,0
4.2,0.63
2.75,0.55
5.29,0
5.4,0.81
3.01,0
6,0.9
2.75,1
5.8,0
3.65,0.55
1.85,0.28
1.85,0
2.5,0
24.32,3.65
4.45,0.67
3,0.45
4.69,0.94
7.07,0
5.94,0.89
1.85,1
6.35,0.95
7.12,0
3,0.45
4.25,0.85
3.19,0
2.4,0
7.49,1.12
4.7,0
4.25,0.85
3.7,0.56
7.33,0
7.84,0
3.8,0.57
3.4,1
3.85,1
10.42,1.56
1.85,0.28
14.4,0
8.5,1.28
2.1,0.42
3.5,0.7
3,0
2.25,0
3.85,0.58
3,1
4.78,0
6.99,1.05
3.7,1
4.19,0.63
5.99,0.9
2.4,1
3.85,1
6.99,0
6.25,0.94
4.4,0.66
8.33,0
5.9,0
7.04,0
3.75,0.25
6.99,1.05
17.87,3.57
3.47,0.69
2.1,0
2.75,0.55
4.2,0
3.24,0
1.86,0
3.01,0
3.24,1
4.16,0
6.99,0
3.24,0.65
13.86,2.77
4.52,0.68
4.19,0
9.93,2.48
3.95,1
13.72,0
3.38,0
3.24,0
2.4,1
6.02,1.2
1.85,1
9.2,0
8.5,1.7
14.6,2.19
5.94,0.89
2.7,0.54
4.5,0.9
2.1,0
8.53,1.71
3.5,1
4.6,0
2.1,0
3,1
5.19,0
4.04,0.61
2.1,0.42
5.58,0
7.74,0
3.5,1
2.1,0
10.65,1.6
3.7,0
3,0.45
3.5,0
4.34,0.87
4.5,0.68
2.7,0
2.7,0
4.25,1.06
5.65,1.13
4.8,0.96
5.25,1.05
2.75,1
6.19,0
9.25,1.85
2.75,0.41
3,0.45
7.32,1.1
1.85,0
3.5,0.53
3.5,0.53
7.5,0
6.52,0.98
2.4,1
3,0
3.47,0.52
3.01,0
3.59,1
2.7,0
3,0
3.4,0
3.55,0.53
2.55,0
2.79,1
5.6,0
8.77,1.75
7.65,0.79
7.84,1.57
3.47,0.52
5.54,0.83
3.95,1
8.78,1.32
4.19,0.84
3.2,0.64
2.4,1
7.7,1.16
5.25,1.05
5.99,0.9
6.6,0
2.1,0
3.33,0
5.19,1.04
12.34,1.85
7.15,1.07
8.29,1.66
3.95,0
2.9,0
10.35,0
6.99,1.05
2.35,0
2.4,0
4.04,0
2.4,1
2.1,0
2.65,0.4
3.65,0.73
2.08,0
3.75,0.25
7.04,0
2.4,1
2.4,0.48
3.47,0.52
3.01,1
3.47,0
2.4,1
6.05,0.91
5.99,1.2
2.5,1
2.75,1
7.93,1.59
4.62,1.16
3.85,0
2.8,0
13,0
2.4,0.36
4.25,1.06
1.85,0
3,0
7.1,1.07
2.4,0.48
30,0
4.16,0
6.95,1.04
3.7,0.5
3.85,0
4.16,0
2.1,0.42
12.1,1.38
1.83,0
2.1,0.42
2.1,1
1.85,0
4.19,0
5.99,0
2.79,0
3.24,1
5.56,1.11
3.24,0.49
7.5,1.88
5.78,1.45
2.78,1
7,1.05
2.1,0.42
13.07,1.96
2.7,2
7.35,1.1
10.45,0
1.85,0
3.43,0.51
6.82,1.02
6.48,1.62
3.09,0.46
2.1,0.32
5.78,1.45
1.85,0.28
2.5,0.5
4.68,0
8.65,1.18
3,1
2.4,1
2.1,0.32
9.29,1.39
6.2,1.3
4.19,0.63
5.95,0
6.74,1.35
4.68,0.7
3,0
3,1
11.86,1.78
3.8,0.76
3.5,0
2.4,0.36
7.8,1.56
2.1,0
2.1,1
5.19,1.3
2.4,0
4.04,0.61
4.7,0.71
7.65,1.15
2.78,0
8.53,2.13
3,0.45
5.6,2
7.5,0
4.68,0.7
10.3,1.25
3.85,0.58
4.5,0.68
10.05,1.51
5.19,1.04
3.85,1
10,0
1.85,1
3,0.45
2.4,0.36
3.85,0
3.47,0.52
3.5,0.7
3,0
3.85,1
3.45,0.52
7.28,0
10.43,2.09
3.5,1
2.7,0
4.75,0.95
3.5,0.53
6.29,0
2.7,0.41
16.76,0
3,0
2.7,0.41
7.48,0
2.4,0.48
6.3,0
1.85,0.37
16.12,4.03
4.87,0.97
3.81,0
6.35,0.95
9.72,0
4.16,0.62
7.99,1.2
4.97,0.99
3.7,1
4.22,0.84
2.1,0.32
1.85,0.28
7.45,0
9.18,1.84
9.85,1.48
11.85,0
2.73,0
3.7,0
7.25,0
5.99,0.9
5.51,0
2.5,1
2.1,1
8.23,1.23
7.04,1.06
4.04,0.81
5.99,0
8.39,1.26
2.4,0.36
2.1,0
11.87,2.37
11.98,1.8
4.1,0.62
2.4,0
3.24,0
6.17,0.93
3.5,1
5.44,0.82
4.25,0.85
5.3,0.8
4.99,0.75
10.89,0
5.93,1.19
10.18,1
8.39,1.26
2.75,0.41
3.24,0
7.41,1.11
2.65,0.4
2.75,0
2.65,0
6.44,0.97
6.8,1.02
5.99,0
4.29,0.86
4.99,0
4.52,0
3.24,0.49
1.9,0
1.85,0.28
2.1,0.32
6.04,0
10.26,0
2.1,0.32
4.78,0
4.6,0
4.12,0.62
4.5,0
10.95,0
10.85,2.17
4.57,0.69
8.5,2.13
6.95,0
2.7,1
1.85,0
1.85,0.28
6.45,0
4.05,0.61
7.4,0
5.25,0
3.7,0
2.7,0.54
2.1,0.32
3.33,0.67
3.5,1
2.1,1
7.05,1.06
8.43,1.26
2.7,0
5.65,0.85
14.24,2.14
6.52,1.3
16.85,0
9.79,1.47
7.25,0
3.45,0
4.5,0.9
2.75,0
3,1
6.55,0
3.85,0.58
3.39,0.68
2.4,0.36
5.44,0
5.55,1.11
9.65,1.45
7.7,1.54
9.62,1.92
1.85,0.28
6.74,0
3.85,1
6.8,0
6,0.9
6.35,0
4.64,1.16
11.98,1.8
4.32,0
5.2,1.04
15.46,3.87
3,0
7.7,1.16
3.85,0
9.94,1.99
4.65,0.93
5.19,0.78
8.5,1.7
6.05,1.21
9.89,0
8.3,1.66
7.02,0.52
2.1,0.42
5.99,0.9
5.99,1.2
5.25,1.05
21.2,4.24
11.29,1.69
3.5,0.75
26.24,0
6.35,0
8.69,0
7.69,1.54
4.5,0.9
4.39,0.88
4.65,0.7
9.23,1.38
11.73,2.35
4.8,1.2
2.1,0
5.99,1.5
2.7,0
4.25,0.85
9.88,0
6.5,0.98
2.4,1
6.59,1.32
4.19,0
4.04,0
4.68,0.7
3.09,0
7.96,1.59
4.6,0
4.04,0
5.99,0.9
6.49,0.97
12.48,1
9.2,0
4.54,0.68
3.45,0
4.19,0.84
5.99,0.9
5.25,0.79
3.47,0.52
6.04,0.91
5.99,0
5.25,1.05
9.24,1.85
6.94,0
13.94,2.79
5.99,0
3.24,0.49
4.88,0.73
12.2,1
0.01,0
4.5,0.9
8.35,1.25
5.19,0.78
3.24,0.49
4.99,0
4.5,0
7.88,0
6.02,1.51
2.7,0.54
4.04,0
2.7,0
5.4,1
4.85,0
2.4,0.36
2.7,0.54
5.25,1.05
6.92,1
12.7,1.91
2.7,0
4.5,0.9
6,0.9
9.2,0
5.43,1.09
5.93,1.19
24.88,4.98
8.05,1.21
5.34,1.07
3.85,0.77
2.4,0.36
11.05,1.66
3,0
14.28,0
2.7,0.41
8.08,1.62
3.3,0.5
8.43,1.26
1.85,1
15.53,2.33
11.74,1.76
8.89,0
2.7,0.54
7.5,1.13
5.25,0.79
5.92,2
3.98,0.6
7.2,0
11.35,2.27
5.2,1.04
8.1,1.62
3.39,0.68
6.02,1.51
3.75,1
1.85,0.37
5.19,0.78
3,0.45
10.16,1.52
4.52,0
2.7,1
3.95,3
4.54,0.68
6.58,0.5
3.33,0.5
4.04,0.61
7.42,1.11
4.68,0.7
8.1,0
10.2,2.04
2.7,0.54
10.16,1.52
7.28,1.46
3.85,0.58
3.5,1
2.1,0
6.74,0
2.4,0.36
5.39,1.08
3.89,0.58
2.1,0
11.46,2.87
3.5,1
7.02,0.52
5.24,1
9.1,0.32
4.19,0.63
1.87,0.37
2.1,0.42
8.62,0
2.4,0.36
7,1.4
4.8,0.96
4.87,0.73
2.7,0
5.25,1.05
5.4,0.81
5.99,0
9.23,1.38
7.42,1.11
3.01,1
